Nume	Prenume	Instanta
TOPALEA	KALINCA	CurteadeApelSUCEAVA
TURCULEŢ	ANA MARIA	CurteadeApelSUCEAVA
VINŢILĂ	NARCISA	CurteadeApelSUCEAVA
AIONESEI	DANIELA	TribunalulBOTOSANI
ANICULĂESEI	CRISTINA	TribunalulBOTOSANI
AROŞCULESEI	MARIA	TribunalulBOTOSANI
AXINTE	LĂCRĂMIOARA	TribunalulBOTOSANI
BURLACU	GEORGICĂ	TribunalulBOTOSANI
CONDURACHE	CLOPOŢEL MIHAI	TribunalulBOTOSANI
COTOI	FLORIN GHEORGHE	TribunalulBOTOSANI
DICU	AUREL LIVIU	TribunalulBOTOSANI
DICU	MARIA	TribunalulBOTOSANI
GHERCĂ	MIHAI	TribunalulBOTOSANI
GONTARIU	CONSTANTIN	TribunalulBOTOSANI
HANACHIUC 	GINA ALINA	TribunalulBOTOSANI
HERGHILIGIU	ANITTA MARIA	TribunalulBOTOSANI
HRUŞCĂ	IRINA	TribunalulBOTOSANI
LĂZĂRUC	LUMINIŢA - FLORICA	TribunalulBOTOSANI
PETROVICI	IOANA	TribunalulBOTOSANI
POPOVICI	MONICA MIHAELA	TribunalulBOTOSANI
PRUTEANU	LICĂ	TribunalulBOTOSANI
RĂCNEA	MIHAELA	TribunalulBOTOSANI
SMOCHINĂ	DAVID	TribunalulBOTOSANI
TIMOFTE	NADIA	TribunalulBOTOSANI
TOPORĂSCU	LILIOARA	TribunalulBOTOSANI
ŢURCANU	DORICA	TribunalulBOTOSANI
UNGUREANU	MIHAELA	TribunalulBOTOSANI
ADIMI	EMANUELA	JudecatoriaBOTOSANI
APOSTU 	ADINA	JudecatoriaBOTOSANI
AVIERIŢEI	VERONICA	JudecatoriaBOTOSANI
BILAN	PAUL	JudecatoriaBOTOSANI
BOICU	LENUŢA - LOREDANA	JudecatoriaBOTOSANI
BOSOC	SAMIR	JudecatoriaBOTOSANI
BRÂNZAC	LUCIAN IONUŢ	JudecatoriaBOTOSANI
BUHA	NICOLETA ELENA	JudecatoriaBOTOSANI
CEICĂ	LIVIU	JudecatoriaBOTOSANI
CORDUNEANU	ANAMARIA	JudecatoriaBOTOSANI
FURNICĂ	SILVIA	JudecatoriaBOTOSANI
HLIHOR	FILOTEIA	JudecatoriaBOTOSANI
HOLBOCIANU	CLAUDIU ADRIAN	JudecatoriaBOTOSANI
ILIE	MĂRIOARA	JudecatoriaBOTOSANI
MAXIM	ROXANA - RALUCA	JudecatoriaBOTOSANI
MIHALACHE	MIHAELA	JudecatoriaBOTOSANI
MIRON	CONSTANTIN CIPRIAN	JudecatoriaBOTOSANI
MURARIU	ADRIAN - VASILE	JudecatoriaBOTOSANI
NECULAI	MARIA IRINA	JudecatoriaBOTOSANI
PALANCANU	ALINA MIHAELA	JudecatoriaBOTOSANI
PERJU	ANDREEA	JudecatoriaBOTOSANI
POELINCĂ	LILIANA - SÂNDUŢA	JudecatoriaBOTOSANI
SAPARIUC	IRINEL	JudecatoriaBOTOSANI
TEODORU	CARMEN NICOLETA	JudecatoriaBOTOSANI
TINCU	ELENA-DIANA	JudecatoriaBOTOSANI
TODIREANU	CRISTINA	JudecatoriaBOTOSANI
VERCIUC	FLORIN	JudecatoriaBOTOSANI
VIERU	OANA  MIHAELA	JudecatoriaBOTOSANI
ABDULBAKI	ELENA CARMEN	JudecatoriaDOROHOI
COŞMAN	NECULAI - CRISTIAN	JudecatoriaDOROHOI
MURĂRAŞU	IOAN	JudecatoriaDOROHOI
NICOLAU	MARIUS - IONEL	JudecatoriaDOROHOI
NUME	PRENUME	
COZMEI	DANIELA	JudecatoriaSAVENI
LEMNARU	ANCA - LUCIANA	JudecatoriaSAVENI
MUSTEAŢĂ	CĂTĂLIN GABRIEL	JudecatoriaSAVENI
BUCULEI	ALEXANDRA - TEODORA	JudecatoriaDarabani
ILĂU	MIHAI	JudecatoriaDarabani
MAGA	MIHAELA DORINA	JudecatoriaDarabani
MARDAR	GEORGEL-TEOFIL	JudecatoriaDarabani
AIFTINCĂ	COSTEL	TribunalulSUCEAVA
APOSTOL IORDĂCHIOAIA	MARIA	TribunalulSUCEAVA
BĂLAN	CONSTANTIN	TribunalulSUCEAVA
BIVOL	MIHAELA	TribunalulSUCEAVA
BRĂDĂŢEANU	IOANA ECATERINA	TribunalulSUCEAVA
BRUMĂ	IULIANA DOINA	TribunalulSUCEAVA
BUNDUC	IOAN -DORU	TribunalulSUCEAVA
CODĂU	MINA - NADIA	TribunalulSUCEAVA
CODREAN	GHEORGHE	TribunalulSUCEAVA
COJOCARIU - ŞCHIOPU	DEMETRIAD	TribunalulSUCEAVA
CONDROVICI	LILIANA	TribunalulSUCEAVA
CRĂCIUN	GINA - IONELA	TribunalulSUCEAVA
DARAGIU	DELIA	TribunalulSUCEAVA
DĂNILĂ	CRISTINA DANIELA	TribunalulSUCEAVA
FROICU	LUMINIŢA	TribunalulSUCEAVA
GRAPINI	FLORINA FLAVIA	TribunalulSUCEAVA
GRIGOREAN	MARIA LOREDANA	TribunalulSUCEAVA
GRIGOREAN	DIANA	TribunalulSUCEAVA
HUŢULEAC 	LAVINIA	TribunalulSUCEAVA
IGNAT	MĂRIOARA	TribunalulSUCEAVA
ILAŞ	GEORGETA	TribunalulSUCEAVA
LOGIGAN	ANCA	TribunalulSUCEAVA
MAFTEI	CĂTĂLINA	TribunalulSUCEAVA
MITITELU	MARICICA	TribunalulSUCEAVA
MITRIC	LAURA IULIANA	TribunalulSUCEAVA
MURARIU	AURA-FLORENTINA	TribunalulSUCEAVA
NEAGU	DORIN	TribunalulSUCEAVA
NICOARĂ	DORINA CRISTINA	TribunalulSUCEAVA
ONCIULEANU	GABRIELA	TribunalulSUCEAVA
ONOFREICIUC DRANCA	GHEORGHE	TribunalulSUCEAVA
PIPERNEA	OANA	TribunalulSUCEAVA
POSTEUCĂ 	IOANA LOREDANA	TribunalulSUCEAVA
PLEŞCA	CRISTINA	TribunalulSUCEAVA
PUHA	CRISTINA DIANA	TribunalulSUCEAVA
SESERMAN	AURICA	TribunalulSUCEAVA
TEODORESCU	MARIANA	TribunalulSUCEAVA
VICTORIA	OANA-DANIELA	TribunalulSUCEAVA
VIZITIU	ELENA LAURA	TribunalulSUCEAVA
ZAHARIA	CORINA-MARIANA	TribunalulSUCEAVA
ANEI	CRISTINA	JudecatoriaSUCEAVA
ASIMINEI	ALEXANDRU	JudecatoriaSUCEAVA
BODNAR	LUIZA MARIA	JudecatoriaSUCEAVA
BRÂNZĂ	CĂTĂLIN	JudecatoriaSUCEAVA
CARAIMAN	IOANA	JudecatoriaSUCEAVA
CAZACU	ANCA	JudecatoriaSUCEAVA
CIOLAC	ANCA	JudecatoriaSUCEAVA
CORDUNEANU 	DANIEL	JudecatoriaSUCEAVA
COSOVĂŢ	ANDREI	JudecatoriaSUCEAVA
FOIT	MIOARA	JudecatoriaSUCEAVA
HOLBOCIANU	ELENA DELIA	JudecatoriaSUCEAVA
LOGIGAN	CIPRIAN ŞTEFAN	JudecatoriaSUCEAVA
LULCIUC	IULIA GABRIELA	JudecatoriaSUCEAVA
MANOLE	EMANUELA	JudecatoriaSUCEAVA
MOLIE	CĂTĂLINA	JudecatoriaSUCEAVA
NECHITA	MARICEL	JudecatoriaSUCEAVA
SIMIONESCU	GABRIEL ADRIAN	JudecatoriaSUCEAVA
ŞTEFAN	GEORGIANA LIVIA	JudecatoriaSUCEAVA
TĂUTU 	GEANINA	JudecatoriaSUCEAVA
TIMIŢĂ 	OANA ELENA	JudecatoriaSUCEAVA
TURCU	RODICA	JudecatoriaSUCEAVA
BEDRULE	GHEORGHE	JudecatoriaCAMPULUNGMOLDOVENESC
MERCHEŞ	DOINA	JudecatoriaCAMPULUNGMOLDOVENESC
MIHOC	MARIA	JudecatoriaCAMPULUNGMOLDOVENESC
POP	ANCA - ALICE	JudecatoriaCAMPULUNGMOLDOVENESC
VĂTĂMĂNESCU	LUCICA	JudecatoriaCAMPULUNGMOLDOVENESC
BĂRBUŢĂ	BOGDAN ILARION COSTICĂ	JudecatoriaRADAUTI
CIOBÎCĂ	GEORGE OCTAVIAN	JudecatoriaRADAUTI
COŞOVANU	MIHAI	JudecatoriaRADAUTI
GHINGHILOSCHI	RACHILA	JudecatoriaRADAUTI
POSTELNICU	GABRIELA	JudecatoriaRADAUTI
PRANDEA	DANIELA - MARIANA	JudecatoriaRADAUTI
SÎRGHI	GABRIEL MARIUS	JudecatoriaRADAUTI
TĂRÎŢĂ	CONSTANTIN	JudecatoriaRADAUTI
URSULIAC	MIHAELA	JudecatoriaRADAUTI
VĂCĂREANU	LAVINIA	JudecatoriaRADAUTI
VICOL	CRISTIAN	JudecatoriaRADAUTI
VICOL	GABRIELA	JudecatoriaRADAUTI
APOPI	ILEANA	JudecatoriaFALTICENI
COŞOREANU	SERGIU	JudecatoriaFALTICENI
DIEAC	EMANUELA GABRIELA	JudecatoriaFALTICENI
GHIDUC	IRINA MARIA	JudecatoriaFALTICENI
PASCARIU	MARIA	JudecatoriaFALTICENI
RUSU	MARIA	JudecatoriaFALTICENI
SĂRMĂŞANU	GEORGETA	JudecatoriaFALTICENI
ŞEPELEA	NICOLAE	JudecatoriaFALTICENI
HARITON	DANIELA - LOREDANA	JudecatoriaVATRADORNEI
MARIAN	FELICIA	JudecatoriaVATRADORNEI
UNGUREANU	CRISTIAN	JudecatoriaVATRADORNEI
BABOI	GHERASIM	JudecatoriaGURAHUMORULUI
MANDICI	OLGA	JudecatoriaGURAHUMORULUI
MOROŞAN 	CARMEN	JudecatoriaGURAHUMORULUI
PANŢIRU	CORALIA	JudecatoriaGURAHUMORULUI
SOCOLIUC	ELENA	JudecatoriaGURAHUMORULUI
ŞALAR	ALEXANDRU - IULIAN	JudecatoriaGURAHUMORULUI
BACIU	MONA-MAGDALENA	CurteadeApelTARGUMURES
BALAN	IULIAN CONSTANTIN	CurteadeApelTARGUMURES
BOANCĂ IVAN	MARLENA	CurteadeApelTARGUMURES
BOGDAN	CRISTINA BEATRIX	CurteadeApelTARGUMURES
BOGUŞ	SLAVONIA	CurteadeApelTARGUMURES
CIUCĂ	ANDREEA	CurteadeApelTARGUMURES
CREŢU	MIHAELA RAMONA	CurteadeApelTARGUMURES
DIMA	CORNELIA ANA	CurteadeApelTARGUMURES
DIMA	FLORIN	CurteadeApelTARGUMURES
DUMBRAVĂ	NICOLAE HORAŢIU	CurteadeApelTARGUMURES
GÂRBULEŢ	IOAN	CurteadeApelTARGUMURES
GĂZDAC	FLOARE	CurteadeApelTARGUMURES
GHEORGHIU	LIANA GABRIELA	CurteadeApelTARGUMURES
GROSU	FLOAREA	CurteadeApelTARGUMURES
IONAŞ	NICOLAE GABRIEL	CurteadeApelTARGUMURES
MICU	RODICA	CurteadeApelTARGUMURES
MIHAI	CRISTINA	CurteadeApelTARGUMURES
MUREŞAN	CORINA IOANA	CurteadeApelTARGUMURES
MUREŞAN	SIMONA TEODORA	CurteadeApelTARGUMURES
OLTEANU	AUREL	CurteadeApelTARGUMURES
OLTEAN	GEORGETA	CurteadeApelTARGUMURES
PETRICU IUJA	MARCELA DOINA	CurteadeApelTARGUMURES
RUSU	CAMELIA	CurteadeApelTARGUMURES
SZATMARI	ILONA	CurteadeApelTARGUMURES
TANKA	ATTILA	CurteadeApelTARGUMURES
URSULESCU	DANIEL CRISTIAN	CurteadeApelTARGUMURES
VASIESCU	MIHAELA DORINA	CurteadeApelTARGUMURES
VELŢAN	AURORA LETIŢIA	CurteadeApelTARGUMURES
VINTILĂ	ADELA	CurteadeApelTARGUMURES
ANDONIE	ADRIANA MAGDA	TribunalulMURES
ANDRASI BEANU	ALINA	TribunalulMURES
BERECZKI	FRANCISC ADRIAN	TribunalulMURES
CHERTES	DANIELA ANCA	TribunalulMURES
DEACONESCU	SONIA	TribunalulMURES
DUMITRESCU	LAURA ADINA	TribunalulMURES
HURDUGACI	EMANUELA	TribunalulMURES
IOSOF	RADU	TribunalulMURES
LUCACI	IOANA DELIA	TribunalulMURES
LULEA	MARILENA	TribunalulMURES
MARCHIŞ	HORAŢIU CĂTĂLIN	TribunalulMURES
MIRCEA	PAUL	TribunalulMURES
MOLDOVAN	MIHAELA ELENA	TribunalulMURES
MUREŞAN	FLAVIUS GHEORGHE	TribunalulMURES
OANCEA	EMIL TEODOR	TribunalulMURES
OGREAN	VIRGIL IOAN	TribunalulMURES
ONEA	IOANA	TribunalulMURES
PAŞOL	CRISTINA	TribunalulMURES
PETKA	ERZSEBET	TribunalulMURES
RISTACHE	MARIA	TribunalulMURES
SALCUDEAN	CODRUŢA LENUŢA	TribunalulMURES
SZASZ	VERONICA	TribunalulMURES
SZASZ	ROBERT MIHAI	TribunalulMURES
SZOTS	LEHEL BARNA	TribunalulMURES
TOMA	ANDREEA	TribunalulMURES
TUNSU	ROBERT IULIAN	TribunalulMURES
BULIGA	IONELA SPERANŢA	TribunalulComercialMURES
BULIGA	NICU VALENTIN	TribunalulComercialMURES
FARKAS-HEGYI	PIROSKA	TribunalulComercialMURES
FĂGĂRĂŞAN	MARIANA	TribunalulComercialMURES
LUPAŞCU	FLORIN	TribunalulComercialMURES
MAIER	IOAN EUGEN	TribunalulComercialMURES
MANTA	TUDORIŢA	TribunalulComercialMURES
ROMAN	NATALIA FLOAREA	TribunalulComercialMURES
ŞANTA	MARINEL	TribunalulComercialMURES
ALBU	TEODORA	JudecatoriaTARGUMURES
ALEXA 	ALEXANDRU	JudecatoriaTARGUMURES
BERINDEAN	ADRIANA LOREDANA	JudecatoriaTARGUMURES
BINDER	CSILLA NOEMI	JudecatoriaTARGUMURES
CĂILEAN	ANDREEA CAROLINA	JudecatoriaTARGUMURES
CEUŞEAN	GABRIELA GHIZELA	JudecatoriaTARGUMURES
COJOCARIU	FLORINA DANIELA	JudecatoriaTARGUMURES
COZGAREA	BOGDAN - IONUŢ	JudecatoriaTARGUMURES
DUMITRESCU	DUMITRU PAUL	JudecatoriaTARGUMURES
DOBRIŢOIU	CRISTINA	JudecatoriaTARGUMURES
FIROIU	CARMEN ISABELA	JudecatoriaTARGUMURES
FOLTIŞ	ADINA IULIA	JudecatoriaTARGUMURES
GARABET	IULIANA	JudecatoriaTARGUMURES
GRAMA	MARIA - MAGDALENA	JudecatoriaTARGUMURES
NICOLAU	IOANA AURA	JudecatoriaTARGUMURES
PAVEL	IONUŢ	JudecatoriaTARGUMURES
PREDA	STELA	JudecatoriaTARGUMURES
RAŢĂ – ALEXANDRESCU	CARMEN - SALOMEE	JudecatoriaTARGUMURES
ROŞIU	SIMONA	JudecatoriaTARGUMURES
RUSU	RALUCA IOANA	JudecatoriaTARGUMURES
SĂLĂGEAN	MARIA DUMITRIŢA	JudecatoriaTARGUMURES
SESCU	ANDREEA - MIHAELA	JudecatoriaTARGUMURES
SIKO	LASZLO CSABA	JudecatoriaTARGUMURES
SIMION	OANA BEATRICE	JudecatoriaTARGUMURES
URSA	GABRIEL CRISTIAN	JudecatoriaTARGUMURES
TOMA	CLAUDIA	JudecatoriaTARGUMURES
ZĂBAVĂ	OANA MARIA	JudecatoriaTARGUMURES
AENOAEI	VASILE	JudecatoriaSIGHISOARA
BOŞOTEANU	GABRIELA	JudecatoriaSIGHISOARA
MISIRGIC	LILIANA	JudecatoriaSIGHISOARA
POP	CORNELIA	JudecatoriaSIGHISOARA
VOLANSCHI	DOINA MIHAELA	JudecatoriaSIGHISOARA
BADIU	GABRIELA	JudecatoriaREGHIN
DĂNĂILĂ	DAN	JudecatoriaREGHIN
GHIBAN	LUCIAN MIHAI	JudecatoriaREGHIN
HODOŞ	ALINA	JudecatoriaREGHIN
MORAR	ADRIAN	JudecatoriaREGHIN
RUSU	BIANCA CODRUŢA	JudecatoriaREGHIN
TĂTARU	IRINA DANIELA	JudecatoriaREGHIN
CIOBANU	RADU	JudecatoriaLUDUS
HAMBEŢIU	ANA MARIA CRISTINA	JudecatoriaLUDUS
MANGU	IOAN- FLORIN	JudecatoriaLUDUS
NEAMŢU	MARIA	JudecatoriaLUDUS
CIUREA	ANDREIA RODICA	JudecatoriaTARNAVENI
MĂRĂSCU	DORINA	JudecatoriaTARNAVENI
RUS	ALIN - MARINEL	JudecatoriaTARNAVENI
TĂNASE	VALENTIN	JudecatoriaTARNAVENI
AIRINEI	IOANA	TribunalulHARGHITA
BANYAI	ENIKO	TribunalulHARGHITA
CODREANU	ANCA	TribunalulHARGHITA
COSOSCHI	SONIA	TribunalulHARGHITA
JURCĂ	BOGDAN RADU	TribunalulHARGHITA
LORINCZ	ROMEO	TribunalulHARGHITA
MANCIU	PAUL	TribunalulHARGHITA
MITREA	IBOLYA	TribunalulHARGHITA
SZIKSZAI	ENIKO	TribunalulHARGHITA
UŢĂ	ELENA-STELUŢA	TribunalulHARGHITA
UŢĂ	IOAN CRISTIAN	TribunalulHARGHITA
BEREKMERI-ERDELY	BEATA	JudecatoriaMIERCUREACIUC
BUTARU	CIPRIAN - GABRIEL	JudecatoriaMIERCUREACIUC
CSORYA	ILDIKO MĂRGĂRIT	JudecatoriaMIERCUREACIUC
DOBRIŢOIU	BOGDAN	JudecatoriaMIERCUREACIUC
GUŢIC	DANIEL VIOREL	JudecatoriaMIERCUREACIUC
MANOLI	LUCIAN	JudecatoriaMIERCUREACIUC
PĂCURAR	CRISTINA	JudecatoriaMIERCUREACIUC
PETER 	ANTAL LEVENTE	JudecatoriaMIERCUREACIUC
RUSSU	ADRIAN DORU	JudecatoriaMIERCUREACIUC
SEVESCU	GABRIELA VICTORIŢA	JudecatoriaMIERCUREACIUC
TUDOR	AURA MĂDĂLINA	JudecatoriaMIERCUREACIUC
BESENYEI	CSILLA IZABELLA	JudecatoriaODORHEIULSECUIESC
CIOBANU	ANA - MARIA	JudecatoriaODORHEIULSECUIESC
ILYES	IBOLYA	JudecatoriaODORHEIULSECUIESC
MĂLĂIEŞIU	GABRIELA RAMONA	JudecatoriaODORHEIULSECUIESC
REDAI	ZOLTAN JOSZEF	JudecatoriaODORHEIULSECUIESC
SZALLASY	MARIA MAGDOLNA	JudecatoriaODORHEIULSECUIESC
HANGANU	IOANA LUCIANA	JudecatoriaTOPLITA
ŢIFREA	ADRIANA	JudecatoriaTOPLITA
PARASCAN	VASILE ROMEO	JudecatoriaGHEORGHENI
PORTIK	IMRE	JudecatoriaGHEORGHENI
BARAC	LIDIA	CurteadeApelTIMISOARA
BACĂU	MARIA	CurteadeApelTIMISOARA
BIBEREA	MARIA -ANA	CurteadeApelTIMISOARA
BOGDAN	LAURA ANI	CurteadeApelTIMISOARA
BRATIS	MARIAN	CurteadeApelTIMISOARA
BUGARSKY	GHEORGHE	CurteadeApelTIMISOARA
BUTA	ANCA -CRISTINA	CurteadeApelTIMISOARA
CALAI	DANIELA RODICA	CurteadeApelTIMISOARA
CODREA	RUXANDRA GEORGETA	CurteadeApelTIMISOARA
COSTEA	CONSTANTIN	CurteadeApelTIMISOARA
CREŢU	MIRCEA	CurteadeApelTIMISOARA
DASCĂLU 	MARIA CORNELIA	CurteadeApelTIMISOARA
DICA	MARIA CRISTINA	CurteadeApelTIMISOARA
DOGARU	FLORIN	CurteadeApelTIMISOARA
DUMA	DIANA	CurteadeApelTIMISOARA
FLOREA	NELA ADELIA	CurteadeApelTIMISOARA
FLOREN’A	FLAVIA MARIA	CurteadeApelTIMISOARA
GAVRILESCU	MARIA OFELIA	CurteadeApelTIMISOARA
GIURGINCĂ	MARINELA	CurteadeApelTIMISOARA
IONESCU	FLAVIUS-ADELIN	CurteadeApelTIMISOARA
ISTRATE	MONICA	CurteadeApelTIMISOARA
JIVAN	IOAN NICOLAE	CurteadeApelTIMISOARA
LĂPĂDAT	LUCIAN	CurteadeApelTIMISOARA
LĂPĂDAT	MARIA	CurteadeApelTIMISOARA
LĂSCONI	DIANA 	CurteadeApelTIMISOARA
LUCACIUC	CAMELIA	CurteadeApelTIMISOARA
LUCACIUC	ŞTEFAN-IOAN	CurteadeApelTIMISOARA
MARTIN	CODRINA - IOSANA	CurteadeApelTIMISOARA
MICU	PETRUŢA	CurteadeApelTIMISOARA
MOŢIU	FLORIN -AUREL	CurteadeApelTIMISOARA
NACU	ANCA	CurteadeApelTIMISOARA
NASZ	CSABA BELA	CurteadeApelTIMISOARA
NICA	ANA MARIA	CurteadeApelTIMISOARA
NISTOR	ERICA	CurteadeApelTIMISOARA
OANA	CRISTIAN DANIEL	CurteadeApelTIMISOARA
OBERŞTERESCU	GHEORGHE	CurteadeApelTIMISOARA
OLARU	RODICA	CurteadeApelTIMISOARA
PANAITESCU	RALUCA ALEXANDRINA	CurteadeApelTIMISOARA
PĂTRU	RĂZVAN FLORIN	CurteadeApelTIMISOARA
PÂRVU	FLORENTINA	CurteadeApelTIMISOARA
PIRVULESCU	PUSA CARMEN	CurteadeApelTIMISOARA
POKKER	ADINA	CurteadeApelTIMISOARA
POPESCU	DUMITRU	CurteadeApelTIMISOARA
POPESCU	ŞTEFANIA EMANUELA	CurteadeApelTIMISOARA
PUP	CRISTIAN	CurteadeApelTIMISOARA
RAMBU	RUJIŢA	CurteadeApelTIMISOARA
ROHNEAN	CLAUDIA	CurteadeApelTIMISOARA
SANDOVICI 	VASILICA	CurteadeApelTIMISOARA
SCHNEPF	AURELIA ILEANA	CurteadeApelTIMISOARA
STOIAN 	ADRIAN ROMULUS	CurteadeApelTIMISOARA
ŞUIU	VIVI FLORIN	CurteadeApelTIMISOARA
ŢIROGA	ILIE DORIN	CurteadeApelTIMISOARA
VIŞOIU	DANA	CurteadeApelTIMISOARA
ACHIMESCU 	MIRELA DANIELA	TribunalulARAD
ALUNARU	CRISTIAN	TribunalulARAD
BAN	TATIANA -SORINA	TribunalulARAD
BĂILĂ	CARMEN CAMELIA	TribunalulARAD
BLIDAR	LAURA -IOANA	TribunalulARAD
BOŞCA -MATIŞ	CARMEN-NICOLETA	TribunalulARAD
CIACHIR	ADRIAN PETRU	TribunalulARAD
CIOARĂ	MARIANA	TribunalulARAD
COCOR	MAGDALENA CRISTINA	TribunalulARAD
COZMA	NICOLETA -ADINA	TribunalulARAD
DASCĂL	TEODOR	TribunalulARAD
DARĂU	IOAN TEODOR	TribunalulARAD
FOLTEAN	IOAN	TribunalulARAD
IOVĂNAŞ	EUGENIA	TribunalulARAD
JUNC	LIANA -ELENA	TribunalulARAD
LĂZĂRESCU	CAIUS VALERIAN	TribunalulARAD
MAGHERA	MIHAELA OANA	TribunalulARAD
MIHĂLAŞ	RAMONA CRISTINA	TribunalulARAD
MUNTEAN	DANIELA -CLAUDIA	TribunalulARAD
NĂDĂBAN	SILVIA	TribunalulARAD
OPREAN 	HOREA CORNELIU	TribunalulARAD
ŞERBAN	ANA	TribunalulARAD
ŞIANŢIU	CLAUDIU	TribunalulARAD
ŞTEF	LILIANA MARIANA	TribunalulARAD
ŞODINCA	SILVIUS-CRISTIAN	TribunalulARAD
ŞODINCĂ	LILIANA	TribunalulARAD
STANCU	CARMEN -LUCIA	TribunalulARAD
SZEP	SANDOR OTTO	TribunalulARAD
UNGUR	DĂNUŢ - CORNEL	TribunalulARAD
VINŢIELER	ŞTEFAN	TribunalulARAD
VLAD	FLORENTIN	TribunalulARAD
ARBONIE	RADU	JudecatoriaARAD
ATANASESCU	ANA MARIA	JudecatoriaARAD
BACHIOS 	ANDREEA DIANA	JudecatoriaARAD
BALAŞ	LUCIAN	JudecatoriaARAD
BÎSCĂ	ELENA DANIELA	JudecatoriaARAD
BOTEZATU-ZLATAN	HONORIU-ADRIAN	JudecatoriaARAD
BRADIN	VIRGILIU FLAVIUS	JudecatoriaARAD
BRANC 	COSMIN AURELIAN	JudecatoriaARAD
BUGARSKY	IVAN ENDRE	JudecatoriaARAD
CHILĂ	DOINA LILIANA	JudecatoriaARAD
CIOARĂ	MIHAELA	JudecatoriaARAD
CIUBAN	DOINA -LILIANA	JudecatoriaARAD
COŞOVEANU	RAMONA ADELA	JudecatoriaARAD
DEBRENI	CAMELIA LUCIA	JudecatoriaARAD
DEBRENI	CRISTIAN-DESIDERIU	JudecatoriaARAD
FIRCA	CRISTIAN EUGEN	JudecatoriaARAD
GUTTMANN	CRISTIAN - EUGEN	JudecatoriaARAD
HAŞ	CORINA	JudecatoriaARAD
MARTIN	RAUL - EMANUEL	JudecatoriaARAD
MIHALAŞ	CĂLIN CIPRIAN	JudecatoriaARAD
MIREA	CRISTIANA FLORINA	JudecatoriaARAD
NEAGU	ADRIAN	JudecatoriaARAD
OANA	ADINA	JudecatoriaARAD
PRECUP	NICOLETA -CARMEN	JudecatoriaARAD
STEPAN 	SMARANDA	JudecatoriaARAD
ŞURTEA	HORIA DOREL	JudecatoriaARAD
TIRITEU	DANIELA LUMINIŢA	JudecatoriaARAD
URZICEANU	LIVIU MIHAI	JudecatoriaARAD
VARGA	LORANT	JudecatoriaARAD
VINŢIELER	ADINA BOGDANA	JudecatoriaARAD
BOLOŞ	FLORIŢĂ	JudecatoriaINEU
LUCIU	MARIANA -NICOLETA	JudecatoriaINEU
PAŞCU 	VALENTIN MARIAN	JudecatoriaINEU
POPOVICIU	IOANA ANCUŢA	JudecatoriaINEU
TRIPA	AUREL ŞTEFAN	JudecatoriaINEU
DAMIAN	IOAN –TRAIAN	JudecatoriaLIPOVA
DOMILESCU	ION	JudecatoriaLIPOVA
POPESCU	EMILIAN –FLORIA	JudecatoriaLIPOVA
POPESCU	PETRU	JudecatoriaLIPOVA
ASLĂU 	ANCA	JudecatoriaGURAHONT
TRIF	GHEORGHE	JudecatoriaGURAHONT
FLOREA 	MARINEL DUMITRU	JudecatoriaCHISINEUCRIS
IUHOŞ	NICOLETA	JudecatoriaCHISINEUCRIS
AGHESCU	DORICA	TribunalulCARASSEVERIN
ALDEA	CORINA TITIANA	TribunalulCARASSEVERIN
BĂLĂUNŢESCU – VÎLCU	RODICA	TribunalulCARASSEVERIN
BEG – ENACHE	LUMINIŢA SIMONA	TribunalulCARASSEVERIN
BÎRSESCU	ROBERT- ALEXANDRU	TribunalulCARASSEVERIN
CHISEEV	ALIN –NARCIS	TribunalulCARASSEVERIN
CIASC	RUSTIN PETRU	TribunalulCARASSEVERIN
CIPU-DRĂGHICI	VALENTIN COSMIN	TribunalulCARASSEVERIN
COTOLAN	MARIA	TribunalulCARASSEVERIN
DETEŞAN	DANIELA	TribunalulCARASSEVERIN
IANCU	DANIELA –VALERIA	TribunalulCARASSEVERIN
ILIASĂ	MARIA	TribunalulCARASSEVERIN
IONESCU	TEODORA CORINA	TribunalulCARASSEVERIN
MĂGUREAN	MARIOARA-RODICA	TribunalulCARASSEVERIN
MALDEA	NICUŞOR	TribunalulCARASSEVERIN
MATUSCHKA	MONICA	TribunalulCARASSEVERIN
ROIESCU	CLAUDIA	TribunalulCARASSEVERIN
ROTARIU	LOREDANA MARIA	TribunalulCARASSEVERIN
STIUJ	VIVIANA	TribunalulCARASSEVERIN
STUPARU	MARIANA GABRIELA	TribunalulCARASSEVERIN
ŞUHANI	GABRIELA	TribunalulCARASSEVERIN
TELBIS	LUMINIŢA	TribunalulCARASSEVERIN
VEGHEŞ	ANA TEODORA	TribunalulCARASSEVERIN
BRONZ	MELINDA	JudecatoriaRESITA
CIUREA	IOANA CORINA	JudecatoriaRESITA
HODORCĂ	LUISA - FABIOLA	JudecatoriaRESITA
GRECU	RADU IULIAN	JudecatoriaRESITA
IVANCU	BEATRICE	JudecatoriaRESITA
JUCA	PETRU	JudecatoriaRESITA
PETRESCU	ILEANA LUMINIŢA	JudecatoriaRESITA
POP	IOANA LUCIANA	JudecatoriaRESITA
SĂRAC	MARIANA	JudecatoriaRESITA
AXENTI	ANA	JudecatoriaCARANSEBES
CALOIANU	DOINA	JudecatoriaCARANSEBES
GĂLESCU	DANIELA	JudecatoriaCARANSEBES
